Year,MSE,RMSE,MAE,R2,Directional Accuracy
2020,567.5488557745433,23.823283899885492,17.144117117226248,-0.017772389100335184,0.43873517786561267
2021,284.3533346976829,16.862779566183118,11.700097432390457,-0.011964230207892612,0.5436507936507936
2022,311.05927543312123,17.636872609199205,13.485905036287448,-0.0005654416042897292,0.50199203187251
2023,258.8943752398563,16.09019500316439,11.844612283043949,0.006451100391464348,0.536
2024,524.0824735298773,22.89284765008227,17.134263479556314,0.0016230596070647696,0.5739130434782609
