Year,MSE,RMSE,MAE,R2,Directional Accuracy
2020,581.375769045166,24.11173508989276,17.284257742295672,-0.04256787659034078,0.45849802371541504
2021,288.8268523443344,16.99490665888855,11.834946727608,-0.02788470410150179,0.5555555555555556
2022,310.5198272992612,17.621572781657747,13.450609663510052,0.0011697683794883451,0.5179282868525896
2023,260.5403452590514,16.141262195350503,11.8583653240305,0.00013442510701755506,0.512
2024,529.2188435491352,23.004756976528466,17.28963251232215,-0.008161723597024384,0.5782608695652174
